Assignment,Organization Name
08001e,APOLLO COMPUTER INC.
80019,GENERAL ELECTRIC CORPORATION
27001,RACAL-DATACOM
08000e,NCR CORPORATION
2,XEROX CORPORATION
3,XEROX CORPORATION
00dd09,UNGERMANN-BASS INC.
6,XEROX CORPORATION
80064,Sitasys AG
80002,BRIDGE COMMUNICATIONS INC.
08001a,TIARA/ 10NET
08008b,PYRAMID TECHNOLOGY CORP.
80012,BELL ATLANTIC INTEGRATED SYST.
80001,COMPUTERVISION CORPORATION
80005,SYMBOLICS INC.
00003d,UNISYS
8,XEROX CORPORATION
00dd07,UNGERMANN-BASS INC.
00dd0d,UNGERMANN-BASS INC.
80016,BARRISTER INFO SYS CORP
80030,ROYAL MELBOURNE INST OF TECH
00000b,MATRIX CORPORATION
00009b,"INFORMATION INTERNATIONAL, INC"
0c8772,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
dc8d91,Infinix mobility limited
409a30,TECNO MOBILE LIMITED
90f421,IEEE Registration Authority
242361,"vivo Mobile Communication Co., Ltd."
f824db,"EntryPoint Networks, Inc"
b44d43,IEEE Registration Authority
d42787,"Shanghai High-Flying Electronics  Technology Co., Ltd"
34d4e3,"Atom Power, Inc."
4c66a6,"Samsung Electronics Co.,Ltd"
f8c4ae,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
34f043,"Samsung Electronics Co.,Ltd"
c4a816,eero inc.
906d62,Cambium Networks Limited
30b29f,EVIDENT CORPORATION
24dcc3,Espressif Inc.
74546b,"hangzhou zhiyi communication co., ltd"
a06636,Intracom SA Telecom Solutions
5843ab,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
58569f,"Cisco Systems, Inc"
142d41,Silicon Laboratories
a82ad6,Arthrex Inc.
0c298f,"Tesla,Inc."
20b82b,Sagemcom Broadband SAS
141844,Xenon Smart Teknoloji Ltd.
acd8a7,BELLDESIGN Inc.
782af8,"IETHCOM INFORMATION TECHNOLOGY CO., LTD."
7449d2,"New H3C Technologies Co., Ltd"
dcd26a,"Hangzhou Hikvision Digital Technology Co.,Ltd."
f4aad0,OHSUNG
fc48c9,Yobiiq Intelligence B.V.
641c10,Texas Instruments
24bf74,Hamamatsu Photonics K.K.
d8d45d,Orbic North America
0833ed,ASKEY COMPUTER CORP
50e538,"Hangzhou Hikvision Digital Technology Co.,Ltd."
4845cf,"LLC Proizvodstvennaya Kompania ""TransService"""
8c02cd,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
e48ebb,Rockwell Automation
fc2cfd,dormakaba Canada Inc. - Keyscan
4c9b63,LG Innotek
c8f225,EM Microelectronic
78530d,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
785f36,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
947fd8,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
20898a,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
18aa1e,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
fc7a58,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
c01754,"Apple, Inc."
54f8f0,Tesla Inc
bc3340,Cisco Meraki
1227,"Franklin Electric Co., Inc."
ac1a3d,Dell Inc.
00c03a,duagon Germany GmbH
2c64f6,"Wu Qi Technologies,Inc."
88684b,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
e84c4a,Amazon Technologies Inc.
748f4d,duagon Germany GmbH
f49da7,Private
e88fc4,"MOBIWIRE MOBILES(NINGBO) CO.,LTD"
648f3e,"Cisco Systems, Inc"
ccb6c8,"Cisco Systems, Inc"
6cd6e3,"Cisco Systems, Inc"
ec2c49,"NakaoLab, The University of Tokyo"
2.46e+98,Dell Inc.
34e6d7,Dell Inc.
74e6e2,Dell Inc.
24b6fd,Dell Inc.
000f1f,Dell Inc.
d4ae52,Dell Inc.
f8b156,Dell Inc.
00a085,Private
cc96e5,Dell Inc.
3c46a1,Ruckus Wireless
eced73,"Motorola Mobility LLC, a Lenovo Company"
b8ac6f,Dell Inc.
00219b,Dell Inc.
2170,Dell Inc.
001ec9,Dell Inc.
149ecf,Dell Inc.
d8d090,Dell Inc.
1c721d,Dell Inc.
0c29ef,Dell Inc.
78ac44,Dell Inc.
c03eba,Dell Inc.
18fb7b,Dell Inc.
1c4024,Dell Inc.
141877,Dell Inc.
e0db55,Dell Inc.
f04da2,Dell Inc.
842b2b,Dell Inc.
00065b,Dell Inc.
588a5a,Dell Inc.
b88584,Dell Inc.
e4b97a,Dell Inc.
684f64,Dell Inc.
ac128e,"Shanghai Baud Data Communication Co.,Ltd."
747827,Dell Inc.
b07b25,Dell Inc.
a02919,Dell Inc.
484d7e,Dell Inc.
602a1b,JANCUS
ecc018,"Cisco Systems, Inc"
748fc2,"Cisco Systems, Inc"
ac3d94,Arista Networks
64e0ab,"UNION MAN TECHNOLOGY CO.,LTD"
0019f0,"UNION MAN TECHNOLOGY CO.,LTD"
a01c87,"UNION MAN TECHNOLOGY CO.,LTD"
40f4fd,"UNION MAN TECHNOLOGY CO.,LTD"
1884c1,Guangzhou Shiyuan Electronic Technology Company Limited
d016f0,IEEE Registration Authority
68856a,OuterLink Corporation
e41289,topsystem GmbH
44a3c7,zte corporation
d824ec,Plenom A/S
1012d0,zte corporation
001d9c,Rockwell Automation
b0449c,Assa Abloy AB - Yale
30e1f1,Intelbras
ccacfe,"Telink Semiconductor (Shanghai) Co., Ltd."
886edd,"Micronet union Technology(Chengdu)Co., Ltd."
80f3ef,"Meta Platforms Technologies, LLC"
4c231a,"Extreme Networks, Inc."
f40046,ON Semiconductor
08bfb8,ASUSTek COMPUTER INC.
d019d3,ITEL MOBILE LIMITED
a4d5c2,"Hangzhou Hikvision Digital Technology Co.,Ltd."
3052,DZS Inc.
504594,Radisys
5c4dbf,zte corporation
984744,Shenzhen Boomtech Industrial Corporation
d8b249,"Huawei Device Co., Ltd."
c49d08,"Huawei Device Co., Ltd."
4c5ed3,Unisyue Technologies Co; LTD.
4838b6,"Auhui Taoyun Technology Co., Ltd"
80433f,Juniper Networks
c42f90,"Hangzhou Hikvision Digital Technology Co.,Ltd."
54c415,"Hangzhou Hikvision Digital Technology Co.,Ltd."
b4a382,"Hangzhou Hikvision Digital Technology Co.,Ltd."
a0ff0c,"Hangzhou Hikvision Digital Technology Co.,Ltd."
85411,"Hangzhou Hikvision Digital Technology Co.,Ltd."
743fc2,"Hangzhou Hikvision Digital Technology Co.,Ltd."
686dbc,"Hangzhou Hikvision Digital Technology Co.,Ltd."
08a189,"Hangzhou Hikvision Digital Technology Co.,Ltd."
44a642,"Hangzhou Hikvision Digital Technology Co.,Ltd."
ac89d2,Ciena Corporation
e05694,Yunhight Microelectronics
242730,"GD Midea Air-Conditioning Equipment Co.,Ltd."
356,Diebold Nixdorf
00156d,Ubiquiti Inc
2722,Ubiquiti Inc
dc9fdb,Ubiquiti Inc
18e829,Ubiquiti Inc
74acb9,Ubiquiti Inc
f492bf,Ubiquiti Inc
68d79a,Ubiquiti Inc
bcc427,"HUAWEI TECHNOLOGIES CO.,LTD"
b0cfcb,Amazon Technologies Inc.
541159,Nettrix Information Industry co.LTD
80711f,Juniper Networks
2c6bf5,Juniper Networks
b0c69a,Juniper Networks
ec13db,Juniper Networks
f4cc55,Juniper Networks
28a24b,Juniper Networks
f4b52f,Juniper Networks
0014f6,Juniper Networks
88e0f3,Juniper Networks
f8c001,Juniper Networks
a8d0e5,Juniper Networks
5.4e+33,Juniper Networks
3c8ab0,Juniper Networks
3c6104,Juniper Networks
001db5,Juniper Networks
7c273c,"Shenzhen Yunlink Technology Co., Ltd"
1c2ab0,"Beijing Xiaomi Electronics Co.,Ltd"
9817f1,zte corporation
b8a535,Technicolor CH USA Inc.
7017d7,"Shanghai Enflame Technology Co., Ltd."
a08e24,eero inc.
705464,Silicon Laboratories
8c6fb9,Silicon Laboratories
b86af1,Sagemcom Broadband SAS
cc5830,Sagemcom Broadband SAS
64b708,Espressif Inc.
98c854,"Chiun Mai Communication System, Inc"
b49882,Brusa HyPower AG
4cc844,"Maipu Communication Technology Co.,Ltd."
002bf5,BUFFALO.INC
e8a245,Juniper Networks
840328,Juniper Networks
f4bfa8,Juniper Networks
c8fe6a,Juniper Networks
fc9643,Juniper Networks
80500,Juniper Networks
68f38e,Juniper Networks
ec94d5,Juniper Networks
a4e11a,Juniper Networks
24fc4e,Juniper Networks
88e64b,Juniper Networks
d0dd49,Juniper Networks
1c9c8c,Juniper Networks
9c8acb,Juniper Networks
1040000000000,Juniper Networks
a4515e,Juniper Networks
8828fb,Juniper Networks
e824a6,Juniper Networks
dcc2c9,CANON INC.
82802,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD"
cc4210,Xiaomi Communications Co Ltd
a06032,Amcrest Technologies
bcad90,Kymeta Purchasing
d8031a,Laird Connectivity
10a793,Technicolor CH USA Inc.
247823,"Panasonic Entertainment & Communication Co., Ltd."
844693,"Beijing Xiaomi Mobile Software Co., Ltd"
5c7545,"Wayties, Inc."
0c9505,"The Chamberlain Group, Inc"
08e6c9,Business-intelligence of Oriental Nations Corporation Ltd.
5c1648,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
d853bc,"Lenovo Information Products (Shenzhen)Co.,Ltd"
b4e54c,"LLC ""Elektra"""
80acc8,Phyplus Microelectronics Limited
a416c0,"Apple, Inc."
dc45b8,"Apple, Inc."
e4bc96,DAP B.V.
202141,Universal Electronics BV
44df65,"Beijing Xiaomi Mobile Software Co., Ltd"
90ecea,"Apple, Inc."
10b588,"Apple, Inc."
f0d31f,"Apple, Inc."
b4aec1,"Apple, Inc."
5432c7,"Apple, Inc."
58e488,Amazon Technologies Inc.
380fad,"HUAWEI TECHNOLOGIES CO.,LTD"
e462c4,"Cisco Systems, Inc"
20de1e,Nokia
607771,Texas Instruments
acb181,Belden Mooresville
b837b2,"Aruba, a Hewlett Packard Enterprise Company"
28d0cb,Adtran Inc
ac51ee,Adtran Inc
c4fc22,"YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD."
4829d6,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
fc6a1c,"Mellanox Technologies, Inc."
a088c2,"Mellanox Technologies, Inc."
a88055,Tuya Smart Inc.
508bb9,Tuya Smart Inc.
6cacc2,"Samsung Electronics Co.,Ltd"
bcf730,"Samsung Electronics Co.,Ltd"
bc9307,"Samsung Electronics Co.,Ltd"
3c998c,Houwa System Design Corp.
98f9cc,"Zhejiang Dahua Technology Co., Ltd."
3868a4,"Samsung Electronics Co.,Ltd"
ac1e92,"Samsung Electronics Co.,Ltd"
3c3174,"Google, Inc."
d43f32,eero inc.
f83451,Comcast-SRL
44ee14,Texas Instruments
b4ac9d,Texas Instruments
686372,"Huawei Device Co., Ltd."
a0c20d,"Huawei Device Co., Ltd."
4c889e,"Huawei Device Co., Ltd."
ace403,"Shenzhen Visteng Technology CO.,LTD"
f82229,"Nokia Shanghai Bell Co., Ltd."
001b8f,"Cisco Systems, Inc"
d04f58,Ruckus Wireless
a43f51,"Shenzhen Benew Technology  Co.,Ltd."
a41894,Bosch Security Systems B.V.
8ccdfe,"AMPAK Technology,Inc."
485d35,AVM Audiovisuelles Marketing und Computersysteme GmbH
503cca,TECNO MOBILE LIMITED
9c0c35,Shenzhenshi Xinzhongxin Technology Co.Ltd
78d6d6,eero inc.
98acef,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
24724a,Nile Global Inc
00841e,Cisco Meraki
dcfbb8,"Meizhou Guo Wei Electronics Co., Ltd"
a0a763,Polytron Vertrieb GmbH
6c2316,"TATUNG Technology Inc.,"
c8edfc,"Shenzhen Ideaform Industrial Product Design Co., Ltd"
443d54,Amazon Technologies Inc.
5447cc,Sagemcom Broadband SAS
c4db04,"HUAWEI TECHNOLOGIES CO.,LTD"
947d77,"HUAWEI TECHNOLOGIES CO.,LTD"
9409c9,"ALPSALPINE CO,.LTD"
60d039,"Apple, Inc."
c4c17d,"Apple, Inc."
e0bda0,"Apple, Inc."
5873d8,"Apple, Inc."
f4e8c7,"Apple, Inc."
148509,"Apple, Inc."
3cfa06,Microsoft Corporation
58e403,Wistron Neweb Corporation
98ccd9,"Shenzhen SuperElectron Technology Co.,Ltd."
64d315,HMD Global Oy
606d9d,Otto Bock Healthcare Products GmbH
24d79c,"Cisco Systems, Inc"
80fbf0,"Quectel Wireless Solutions Co.,Ltd."
90bde6,"Quectel Wireless Solutions Co.,Ltd."
546503,"Quectel Wireless Solutions Co.,Ltd."
f85b9b,iMercury
287681,Silicon Laboratories
30fb10,Silicon Laboratories
941,Allied Telesis K.K.
d4925e,Technicolor Delivery Technologies Belgium NV
10bf67,Amazon Technologies Inc.
e8473a,"Hon Hai Precision Industry Co.,LTD"
d80e29,"vivo Mobile Communication Co., Ltd."
90a6bf,"Quectel Wireless Solutions Co.,Ltd."
5858cd,"Extreme Networks, Inc."
fcd5d9,"Shenzhen SDMC Technology CO.,Ltd."
500b26,"HUAWEI TECHNOLOGIES CO.,LTD"
504172,"HUAWEI TECHNOLOGIES CO.,LTD"
443262,zte corporation
f0f69c,"NIO Co., Ltd."
f0c745,TECNO MOBILE LIMITED
ac3eb1,"Google, Inc."
ccb7c4,"HUAWEI TECHNOLOGIES CO.,LTD"
5014c1,"HUAWEI TECHNOLOGIES CO.,LTD"
60a2c6,"HUAWEI TECHNOLOGIES CO.,LTD"
3c585d,Sagemcom Broadband SAS
accf7b,INGRAM MICRO SERVICES
b46dc2,SHENZHEN BILIAN ELECTRONIC CO.，LTD
18fab7,"Apple, Inc."
7022fe,"Apple, Inc."
881e5a,"Apple, Inc."
00c585,"Apple, Inc."
389592,Tendyron Corporation
4c82a9,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
a4e8a3,"Fujian Newland Auto-ID Tech Co.,Ltd."
a87cf8,"Apple, Inc."
0caf31,"Cisco Systems, Inc"
647c34,"Ubee Interactive Co., Limited"
6c38a1,"Ubee Interactive Co., Limited"
b8d0f0,FCNT LMITED
b06bb3,GRT
d4f0c9,KYOCERA Document Solutions Inc.
64e833,Espressif Inc.
84e657,Sony Interactive Entertainment Inc.
c8965a,SKY UK LIMITED
c8de41,SKY UK LIMITED
38ca84,HP Inc.
c8e306,eero inc.
b8165f,LG Innotek
1c6349,Texas Instruments
e4521e,Texas Instruments
182c65,Texas Instruments
b8ab62,"Hui Zhou Gaoshengda Technology Co.,LTD"
fc22f4,Zyxel Communications Corporation
24b7da,"Fiberhome Telecommunication Technologies Co.,LTD"
0846c7,"Fiberhome Telecommunication Technologies Co.,LTD"
60567d,"AM Telecom co., Ltd."
e46017,Intel Corporate
30f6ef,Intel Corporate
586d67,Intel Corporate
f0edb8,SERVERCOM (INDIA) PRIVATE LIMITED
f87999,"Guangdong Jiuzhi Technology Co.,Ltd"
cc2aac,"Yunjing lntelligent Technology(Dongguan).,Ltd"
20406a,"AMPAK Technology,Inc."
4c5bb3,Silicon Laboratories
84dba4,"Huawei Device Co., Ltd."
245cc5,"Huawei Device Co., Ltd."
78d840,Xiaomi Communications Co Ltd
f463fc,"vivo Mobile Communication Co., Ltd."
b83dfb,"Bouffalo Lab (Nanjing) Co., Ltd."
5464de,u-blox AG
5cac3d,"Samsung Electronics Co.,Ltd"
cce686,"Samsung Electronics Co.,Ltd"
74190a,"Samsung Electronics Co.,Ltd"
c0c4f9,Qisda Corporation
38bc61,"Starkoff Co., Ltd."
10a829,"Cisco Systems, Inc"
ec7427,eero inc.
68e1dc,BUFFALO.INC
2.05e+99,Nokia
48680,"Quectel Wireless Solutions Co.,Ltd."
9c2dcd,"LCFC(Hefei) Electronics Technology Co., Ltd"
8082f5,STMicrolectronics International NV
c870d4,"IBO Technology Co,Ltd"
5847ca,IEEE Registration Authority
68f543,"HUAWEI TECHNOLOGIES CO.,LTD"
84fb43,Central Denshi Seigyo
686ce6,Microsoft Corporation
3126,Nokia
109826,Nokia
104c43,"Fiberhome Telecommunication Technologies Co.,LTD"
dcdcc3,"Extreme Networks, Inc."
7ce87f,Sagemcom Broadband SAS
68871c,"Motorola Mobility LLC, a Lenovo Company"
f8a475,PT Indoreka Jaya Wutama
647ce8,Palo Alto Networks
182000000000,"Siliconware Precision Industries Co., Ltd."
cc79d7,"Cisco Systems, Inc"
e4387e,"Cisco Systems, Inc"
90ac3f,BrightSign LLC
98348c,Teleepoch Ltd
f4f19e,Wistron InforComm (Zhongshan) Corporation
68d40c,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO 
24e3de,"China Telecom Fufu Information Technology Co., Ltd."
a47952,"Huawei Device Co., Ltd."
b87cd0,"Huawei Device Co., Ltd."
d07e01,"Huawei Device Co., Ltd."
f87907,"Huawei Device Co., Ltd."
00a093,"B/E AEROSPACE, Inc."
2c7600,"Apple, Inc."
f87d76,"Apple, Inc."
68275f,zte corporation
4441f0,zte corporation
448eec,"China Mobile Group Device Co.,Ltd."
f026f8,"Worldcns Co.,Ltd."
140708,CP PLUS GMBH & CO. KG
34df20,"Shenzhen Comstar .Technology Co.,Ltd"
f41ab0,"Shenzhen Xingguodu Technology Co., Ltd."
4075c3,Technicolor CH USA Inc.
889cad,"Cisco Systems, Inc"
d88332,"TaiXin Semiconductor Co., Ltd"
74249f,TIBRO Corp.
18c3f4,IEEE Registration Authority
282bb9,"Shenzhen Xiongxin Technology Co.,Ltd"
301aba,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
b43a31,Silicon Laboratories
7042d3,"Ruijie Networks Co.,LTD"
441244,"Aruba, a Hewlett Packard Enterprise Company"
1449d4,Xiaomi Communications Co Ltd
14d424,AzureWave Technology Inc.
f85b6e,"Samsung Electronics Co.,Ltd"
8c6a3b,"Samsung Electronics Co.,Ltd"
241153,"Samsung Electronics Co.,Ltd"
48d35d,Private
0084ed,"LEXMARK INTERNATIONAL, INC."
ece61d,"Huawei Device Co., Ltd."
40fdf3,"AMPAK Technology,Inc."
946dae,"Mellanox Technologies, Inc."
e0f318,"Sichuan Tianyi Comheart Telecom Co.,LTD"
c464f2,Infinix mobility limited
b01f47,Heights Telecom T ltd
282947,Chipsea Technologies (Shenzhen) Corp.
acbcb5,"Apple, Inc."
82573,"Apple, Inc."
ac007a,"Apple, Inc."
f01fc7,"Apple, Inc."
8c255e,VoltServer
58b38f,"New H3C Technologies Co., Ltd"
4e+172,"Jiangsu Huitong Group Co.,Ltd."
4c63ad,"Huawei Device Co., Ltd."
dcdb27,"Huawei Device Co., Ltd."
acb687,Arcadyan Corporation
506391,"HUAWEI TECHNOLOGIES CO.,LTD"
e8a34e,"HUAWEI TECHNOLOGIES CO.,LTD"
387c76,"Universal Global Scientific Industrial Co., Ltd."
e4a634,"Universal Electronics, Inc."
2c8d37,Virtium
41892,"HUAWEI TECHNOLOGIES CO.,LTD"
14656a,"HUAWEI TECHNOLOGIES CO.,LTD"
6cb7e2,"HUAWEI TECHNOLOGIES CO.,LTD"
c475ea,"HUAWEI TECHNOLOGIES CO.,LTD"
9025f2,"HUAWEI TECHNOLOGIES CO.,LTD"
88200d,"Apple, Inc."
bc1541,Nokia
b88f27,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
dc0539,"Cisco Systems, Inc"
3886f7,"Google, Inc."
f4227a,"Guangdong Seneasy Intelligent Technology Co., Ltd."
543d92,WIRELESS-TEK TECHNOLOGY LIMITED
640e6a,SECO-LARM USA Inc
8c5109,IEEE Registration Authority
6.8e+155,SiMa.ai
6c60d0,"Huawei Device Co., Ltd."
e8ef05,MIND TECH INTERNATIONAL LIMITED
6c724a,Onkyo Technology K.K.
d8ffc3,Shenzhen 3SNIC information technology company Limited
f08756,Zyxel Communications Corporation
483000,Espressif Inc.
18c300,Nokia
d44d77,Nokia
f46d3f,Intel Corporate
dc8db7,"ATW TECHNOLOGY, INC."
9826ad,"Quectel Wireless Solutions Co.,Ltd."
a475b9,"Samsung Electronics Co.,Ltd"
80549c,"Samsung Electronics Co.,Ltd"
1cf8d0,"Samsung Electronics Co.,Ltd"
94d331,Xiaomi Communications Co Ltd
d4430e,"Zhejiang Dahua Technology Co., Ltd."
f85e0b,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
b8f0b9,zte corporation
805b65,LG Innotek
2c9d65,"vivo Mobile Communication Co., Ltd."
5c8c30,Taicang T&W Electronics
34dd04,Minut AB
4c9d22,"ACES Co.,Ltd"
88c9e8,Sony Corporation
e8ac23,"HUAWEI TECHNOLOGIES CO.,LTD"
68d927,"HUAWEI TECHNOLOGIES CO.,LTD"
90f970,"HUAWEI TECHNOLOGIES CO.,LTD"
04caed,"HUAWEI TECHNOLOGIES CO.,LTD"
68ee88,Shenzhen TINNO Mobile Technology Corp.
2c3b70,AzureWave Technology Inc.
64b379,Private
6.01e+100,Axevast Technology
a8f7d9,"Mist Systems, Inc."
448816,"Cisco Systems, Inc"
bcfaeb,"Cisco Systems, Inc"
848553,"Biznes Systema Telecom, LLC"
b47d76,KNS Group LLC
c0ad97,TECNO MOBILE LIMITED
580032,Genexis B.V.
bcc7da,Earda Technologies co Ltd
1866f0,Jupiter Systems
d88863,"HUAWEI TECHNOLOGIES CO.,LTD"
c03e50,"HUAWEI TECHNOLOGIES CO.,LTD"
806036,"HUAWEI TECHNOLOGIES CO.,LTD"
f8e4a4,"Fiberhome Telecommunication Technologies Co.,LTD"
b038e2,Wanan Hongsheng Electronic Co.Ltd
74604c,RODE
286f40,Tonly Technology Co. Ltd 
0c86c7,Jabil Circuit (Guangzhou) Limited
4c5369,"YanFeng Visteon(ChongQing) Automotive Electronic Co.,Ltd"
74767d,"shenzhen kexint technology co.,ltd"
e048d8,"Guangzhi Wulian Technology(Guangzhou) Co., Ltd"
70a983,"Cisco Systems, Inc"
18bb1c,"Huawei Device Co., Ltd."
1c5974,IEEE Registration Authority
1c0d7d,"Apple, Inc."
14f287,"Apple, Inc."
585595,"Apple, Inc."
14946c,"Apple, Inc."
a0c98b,Nokia Solutions and Networks GmbH & Co. KG
607d09,"Luxshare Precision Industry Co., Ltd"
1834af,"Kaonmedia CO., LTD."
ec6260,Espressif Inc.
b06e72,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
28827c,"Bosch Automative products(Suzhou)Co.,Ltd Changzhou Branch"
24cf24,"Beijing Xiaomi Mobile Software Co., Ltd"
f06c5d,Xiaomi Communications Co Ltd
303ea7,Intel Corporate
246c60,"Huawei Device Co., Ltd."
64c582,"China Mobile Group Device Co.,Ltd."
1401,Rivertree Networks Corp.
6068,Dialogic Corporation
90d473,"vivo Mobile Communication Co., Ltd."
40b02f,Miele & Cie. KG
0c7bc8,Cisco Meraki
c8f09e,Espressif Inc.
dc5475,Espressif Inc.
cc3e79,"ARRIS Group, Inc."
28f5d1,"ARRIS Group, Inc."
1e+178,"ARRIS Group, Inc."
08ebf6,"HUAWEI TECHNOLOGIES CO.,LTD"
a0edfb,"Quectel Wireless Solutions Co.,Ltd."
b02347,Shenzhen Giant Microelectronics Company Limited
183c98,"Shenzhen Hengyi Technology Co., LTD"
d81068,"Murata Manufacturing Co., Ltd."
5c045a,Company NA Stage & Light
58c356,EM Microelectronic
50284a,Intel Corporate
28a331,Sierra Wireless
5ca4f4,zte corporation
f4e204,COYOTE SYSTEM
f84e58,"Samsung Electronics Co.,Ltd"
b47064,"Samsung Electronics Co.,Ltd"
4c2e5e,"Samsung Electronics Co.,Ltd"
645df4,"Samsung Electronics Co.,Ltd"
0016a3,INGETEAM
d4e053,"Aruba, a Hewlett Packard Enterprise Company"
88fc5d,"Cisco Systems, Inc"
f4c88a,Intel Corporate
883f0c,"system a.v. co., ltd."
c8be35,"Extreme Networks, Inc."
cc827f,"Advantech Technology (CHINA) Co., Ltd."
78af08,Intel Corporate
c43875,"Sonos, Inc."
68b691,Amazon Technologies Inc.
4827c5,"HUAWEI TECHNOLOGIES CO.,LTD"
bcd206,"HUAWEI TECHNOLOGIES CO.,LTD"
dca956,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
a8b13b,HP Inc.
ccdd58,Robert Bosch GmbH
787104,"Sichuan Tianyi Comheart Telecom Co.,LTD"
a0092e,zte corporation
ac330b,Japan Computer Vision Corp.
3053c1,CRESYN
bc6193,Xiaomi Communications Co Ltd
104d15,Viaanix Inc
50a015,"Shenzhen Yipingfang Network Technology Co., Ltd."
7085c4,"Ruijie Networks Co.,LTD"
5cc563,HUNAN FN-LINK TECHNOLOGY LIMITED
6c2408,"LCFC(Hefei) Electronics Technology Co., Ltd"
ec6073,"TP-LINK TECHNOLOGIES CO.,LTD."
74ddcb,"China Leadshine Technology Co.,Ltd"
b0aff7,"Shenzhen Yipingfang Network Technology Co., Ltd."
c854a4,Infinix mobility limited
f8e57e,"Cisco Systems, Inc"
3462b4,Renesas Electronics (Penang) Sdn. Bhd.
cceb18,"OOO ""TSS"""
385b44,Silicon Laboratories
943469,Silicon Laboratories
e0bb0c,Synertau LLC
3c5d29,"Zhejiang Tmall Technology Co., Ltd."
68fcca,"Samsung Electronics Co.,Ltd"
6cd719,"Fiberhome Telecommunication Technologies Co.,LTD"
80015c,"Synaptics, Inc"
10000000,"APPLIED INTELLIGENT SYSTEMS, INC."
813,"Diskbank, Inc."
ac77b9,"Nanjing Yufei Intelligent Control Technology Co.,LTD"
a85bb7,"Apple, Inc."
14755b,Intel Corporate
74ef4b,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
448c00,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
18c293,Laird Connectivity
744687,"Kingsignal Technology Co., Ltd."
8c477f,NambooSolution
4.82e+74,"Cisco Systems, Inc"
30cbc7,Cambium Networks Limited
244cab,Espressif Inc.
e04102,zte corporation
d84008,"HUAWEI TECHNOLOGIES CO.,LTD"
6c047a,"HUAWEI TECHNOLOGIES CO.,LTD"
6c558d,"HUAWEI TECHNOLOGIES CO.,LTD"
a42a95,D-Link International
2cf295,"Huawei Device Co., Ltd."
7cdac3,"Sichuan Tianyi Comheart Telecom Co.,LTD"
886f29,Pocketbook International SA
bc2247,"New H3C Technologies Co., Ltd"
70041d,Espressif Inc.
885046,LEAR
0826ae,IEEE Registration Authority
78482c,"START USA, INC."
7c45d0,"Shenzhen Wewins Wireless Co., ltd"
8c17b6,"Huawei Device Co., Ltd."
b82b68,"Huawei Device Co., Ltd."
000ac2,"Wuhan FiberHome Digital Technology Co.,Ltd."
704cb6,"Shenzhen SuperElectron Technology Co.,Ltd."
549b49,"NEC Platforms, Ltd."
882510,"Aruba, a Hewlett Packard Enterprise Company"
d0e828,Radiant Industries Incorporated
f4f70c,Avang - neterbit
20af1b,SteelSeries ApS
f4442c,"Shenzhen SuperElectron Technology Co.,Ltd."
7c7716,Zyxel Communications Corporation
943fbb,JSC RPC Istok named after Shokin
50e7b7,"vivo Mobile Communication Co., Ltd."
f0be25,"Dongguan Cannice Precision Manufacturing Co., Ltd."
149bd7,"MULI MUWAI FURNITURE QIDONG CO., LTD"
9c0b05,eero inc.
40f6bc,Amazon Technologies Inc.
78f238,"Samsung Electronics Co.,Ltd"
64d0d6,"Samsung Electronics Co.,Ltd"
10b1df,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
f4f647,zte corporation
e88175,zte corporation
107636,Earda Technologies co Ltd
e0fff1,Texas Instruments
dc9758,"Sichuan AI-Link Technology Co., Ltd."
931,"Future Internet, Inc."
ec656e,The Things Industries B.V.
5c49fa,"Shenzhen Guowei Shidai Communication Equipement Co., Ltd"
04ff08,"Huawei Device Co., Ltd."
00a45f,"Huawei Device Co., Ltd."
fce26c,"Apple, Inc."
4c7975,"Apple, Inc."
1c7125,"Apple, Inc."
